1 10753 1
1 135327 1
1 26114 1
1 265359 1
1 27822 1
10 46392 1
10 53013 1
100 15353 1
100 23396 1
100 30205 1
100 395727 1
100 45335 1
100 54756 1
1000 16814 1
1000 201105 1
10000 17676 1
10000 2497 1
10000 2516 1
10001 2497 1
10001 2516 1
10001 4680 1
10002 17676 1
10002 2516 1
10002 6939 1
10003 2497 1
10003 2516 1
10004 2519 1
10006 17676 1
10006 2516 1
10006 2519 1
1001 264358 1
10010 10026 1
10010 174 1
10010 17676 1
10010 2497 1
10010 2516 1
10010 3491 1
10010 4637 1
10011 18081 1
10011 2516 1
10012 23720 0
10012 4704 1
10012 55395 1
10013 2914 1
10013 4713 1
10013 6939 1
10014 2497 1
10014 2907 1
10015 2519 1
10015 9351 1
10016 18121 1
10016 7679 1
10019 2516 1
10019 2519 1
10021 2497 1
10021 2516 1
10021 2914 1
10021 6453 1
10021 6939 1
10022 4648 1
10022 4826 1
10023 23871 1
10024 10026 1
10024 4637 1
10024 6939 1
10024 7473 1
10025 38456 1
10026 10074 0
10026 10084 0
10026 10099 0
10026 10129 0
10026 10138 0
10026 10143 0
10026 10158 0
10026 10171 0
10026 10236 0
10026 10297 0
10026 10474 0
10026 11051 0
10026 11071 0
10026 11123 0
10026 11179 0
10026 112 0
10026 11232 0
10026 1126 0
10026 11414 0
10026 11742 0
10026 11796 0
10026 11798 0
10026 1200 0
10026 12083 0
10026 12085 0
10026 12189 0
10026 12200 0
10026 12290 0
10026 12301 0
10026 12306 0
10026 12315 0
10026 12329 0
10026 12337 0
10026 12355 0
10026 12389 1
10026 1239 0
10026 12390 0
10026 1241 0
10026 12414 0
10026 12477 0
10026 1248 0
10026 12496 0
10026 12519 0
10026 12552 0
10026 12576 0
10026 12578 0
10026 12601 0
10026 12615 0
10026 12637 0
10026 12695 0
10026 12713 1
10026 12714 0
10026 12715 0
10026 12731 0
10026 12759 0
10026 12850 0
10026 12859 0
10026 12876 0
10026 12883 0
10026 1290 0
10026 12969 0
10026 12989 1
10026 1299 1
10026 12993 0
10026 13002 0
10026 13005 0
10026 13009 0
10026 13101 0
10026 13124 0
10026 131270 0
10026 131303 0
10026 131603 0
10026 131996 0
10026 13208 0
10026 132094 0
10026 13213 0
10026 132132 0
10026 132134 0
10026 132138 0
10026 132255 0
10026 13238 0
10026 132396 0
10026 132405 0
10026 13249 0
10026 132529 0
10026 132579 0
10026 132581 0
10026 132586 0
10026 132591 0
10026 132740 0
